suburb,rooms,type,price,method,seller_g,date,distance,postcode,bedroom2,bathroom,car,landsize,building_area,year_built,council_area,latitude,longitude,region_name,property_count,yr_qtr
Heidelberg,2,u,546500,S,Miles,2016-12-03,10.6,3084,2,1,1,132,69,1972,Banyule City Council,-37.7519,145.0687,Eastern Metropolitan,2890,2016.4
Heidelberg,2,u,NA,PI,Ray,2017-03-04,10.6,3084,2,1,1,1642,90,1985,Banyule City Council,-37.7502,145.066,Eastern Metropolitan,2890,2017.1
Heidelberg,3,u,620000,S,Fletchers,2017-03-04,10.6,3084,3,1,1,215,NA,1985,Banyule City Council,-37.7509,145.0698,Eastern Metropolitan,2890,2017.1
Heidelberg,3,u,985000,SP,Miles,2016-06-04,10.6,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2890,2016.2
Heidelberg,3,h,1220000,S,Miles,2016-08-06,10.6,3084,3,1,1,858,136,1960,Banyule City Council,-37.7504,145.0643,Eastern Metropolitan,2890,2016.3
Heidelberg,3,t,550000,PI,hockingstuart,2016-08-06,10.6,3084,2,1,2,235,123,1990,Banyule City Council,-37.7519,145.0696,Eastern Metropolitan,2890,2016.3
Heidelberg,2,u,585000,PI,Barry,2016-08-06,10.6,3084,2,2,1,0,NA,2012,Banyule City Council,-37.7506,145.0574,Eastern Metropolitan,2890,2016.3
Heidelberg,2,t,705000,S,Miles,2016-08-06,10.6,3084,2,1,1,182,110,1973,Banyule City Council,-37.7587,145.0657,Eastern Metropolitan,2890,2016.3
Heidelberg,2,h,NA,SN,Miles,2016-11-07,10.6,3084,2,2,1,443,125,1940,Banyule City Council,-37.7511,145.0582,Eastern Metropolitan,2890,2016.4
Heidelberg,2,u,420000,S,Miles,2016-11-07,10.6,3084,2,1,1,158,NA,1970,Banyule City Council,-37.7512,145.0697,Eastern Metropolitan,2890,2016.4
Heidelberg,5,h,NA,S,Ray,2016-09-10,10.6,3084,5,2,2,916,NA,NA,Banyule City Council,-37.7543,145.0659,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,1705000,S,Barry,2016-09-10,10.6,3084,3,1,2,1547,NA,NA,Banyule City Council,-37.7502,145.0706,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,NA,SN,Barry,2016-12-10,10.6,3084,3,1,1,751,NA,NA,Banyule City Council,-37.748,145.0684,Eastern Metropolitan,2890,2016.4
Heidelberg,2,h,490000,PI,Purplebricks,2016-12-10,10.6,3084,2,1,1,187,89,1980,Banyule City Council,-37.7518,145.0698,Eastern Metropolitan,2890,2016.4
Heidelberg,2,u,579000,S,Nelson,2017-03-11,10.6,3084,2,1,2,4497,NA,NA,Banyule City Council,-37.7529,145.065,Eastern Metropolitan,2890,2017.1
Heidelberg,3,h,NA,SN,Miles,2016-11-12,10.6,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2890,2016.4
Heidelberg,3,h,1110000,S,Nelson,2016-11-12,10.6,3084,3,1,2,600,190,1950,Banyule City Council,-37.752,145.0722,Eastern Metropolitan,2890,2016.4
Heidelberg,2,u,540000,PI,William,2016-11-12,10.6,3084,2,1,2,153,97,1972,Banyule City Council,-37.7538,145.0695,Eastern Metropolitan,2890,2016.4
Heidelberg,4,h,1240000,VB,Miles,2016-05-14,10.6,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2890,2016.2
Heidelberg,2,u,NA,SP,Barry,2016-10-15,10.6,3084,2,1,1,985,NA,NA,Banyule City Council,-37.7579,145.0621,Eastern Metropolitan,2890,2016.4
Heidelberg,3,h,750000,VB,Nelson,2016-04-16,10.6,3084,3,1,2,577,140,1955,Banyule City Council,-37.7494,145.0703,Eastern Metropolitan,2890,2016.2
Heidelberg,4,h,1115000,S,Miles,2016-04-16,10.6,3084,4,4,2,642,NA,1950,Banyule City Council,-37.7476,145.0676,Eastern Metropolitan,2890,2016.2
Heidelberg,3,h,1000000,S,Miles,2016-07-16,10.6,3084,3,2,1,422,NA,NA,Banyule City Council,-37.7518,145.0768,Eastern Metropolitan,2890,2016.3
Heidelberg,4,h,NA,SN,Fletchers,2016-09-17,10.6,3084,3,2,2,706,NA,1965,Banyule City Council,-37.7491,145.0779,Eastern Metropolitan,2890,2016.3
Heidelberg,2,t,595000,SP,Miles,2016-09-17,10.6,3084,2,1,1,88,NA,NA,Banyule City Council,-37.7587,145.0629,Eastern Metropolitan,2890,2016.3
Heidelberg,2,u,NA,SP,Miles,2016-09-17,10.6,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2890,2016.3
Heidelberg,2,u,NA,SN,Miles,2016-09-17,10.6,3084,2,1,1,0,NA,NA,Banyule City Council,-37.7529,145.065,Eastern Metropolitan,2890,2016.3
Heidelberg,4,h,NA,S,Nelson,2017-03-18,10.6,3084,4,2,2,605,NA,1930,Banyule City Council,-37.752,145.0654,Eastern Metropolitan,2890,2017.1
Heidelberg,3,u,690000,VB,Miles,2017-03-18,10.6,3084,3,2,2,4497,NA,NA,Banyule City Council,-37.7529,145.065,Eastern Metropolitan,2890,2017.1
Heidelberg,5,h,1401000,S,Nelson,2016-11-19,10.6,3084,5,2,2,580,222,1940,Banyule City Council,-37.7539,145.0577,Eastern Metropolitan,2890,2016.4
Heidelberg,3,h,NA,SN,Miles,2016-05-22,10.6,3084,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,2890,2016.2
Heidelberg,3,t,808000,S,Miles,2016-05-22,10.6,3084,3,2,2,255,NA,NA,Banyule City Council,-37.7537,145.0637,Eastern Metropolitan,2890,2016.2
Heidelberg,4,h,1031000,S,Miles,2016-05-22,10.6,3084,4,1,1,570,NA,NA,Banyule City Council,-37.7523,145.0604,Eastern Metropolitan,2890,2016.2
Heidelberg,2,t,600000,S,Miles,2016-04-23,10.6,3084,2,1,2,145,NA,1970,Banyule City Council,-37.7515,145.0649,Eastern Metropolitan,2890,2016.2
Heidelberg,3,h,655000,PI,hockingstuart,2016-04-23,10.6,3084,3,2,2,175,3,NA,Banyule City Council,-37.7514,145.0689,Eastern Metropolitan,2890,2016.2
Heidelberg,6,h,NA,SN,Miles,2016-09-24,10.6,3084,6,3,2,722,257,1980,Banyule City Council,-37.7478,145.0831,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,1195000,S,Miles,2016-09-24,10.6,3084,3,1,1,662,159,1950,Banyule City Council,-37.7507,145.062,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,850000,VB,Fletchers,2016-09-24,10.6,3084,3,2,2,285,NA,2010,Banyule City Council,-37.7491,145.0702,Eastern Metropolitan,2890,2016.3
Heidelberg,4,u,830000,S,Miles,2016-09-24,10.6,3084,4,2,2,1180,NA,NA,Banyule City Council,-37.7551,145.0646,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,1076000,S,Miles,2016-09-24,10.6,3084,3,1,2,674,NA,NA,Banyule City Council,-37.749,145.0731,Eastern Metropolitan,2890,2016.3
Heidelberg,4,h,1362000,S,Miles,2016-09-24,10.6,3084,4,2,2,635,NA,NA,Banyule City Council,-37.7446,145.0844,Eastern Metropolitan,2890,2016.3
Heidelberg,2,t,690000,SP,Miles,2017-02-25,10.6,3084,2,1,1,110,88,2010,Banyule City Council,-37.7489,145.07,Eastern Metropolitan,2890,2017.1
Heidelberg,3,h,NA,PN,Miles,2017-02-25,10.6,3084,3,2,2,590,NA,NA,Banyule City Council,-37.7483,145.0804,Eastern Metropolitan,2890,2017.1
Heidelberg,3,h,1375000,S,Miles,2017-02-25,10.6,3084,3,1,1,639,115,1965,Banyule City Council,-37.7502,145.0605,Eastern Metropolitan,2890,2017.1
Heidelberg,4,h,NA,S,Ray,2016-06-27,10.6,3084,4,3,2,640,NA,NA,Banyule City Council,-37.7492,145.0831,Eastern Metropolitan,2890,2016.2
Heidelberg,3,h,1400000,S,Miles,2016-11-27,10.6,3084,3,1,1,827,109,1952,Banyule City Council,-37.748,145.0625,Eastern Metropolitan,2890,2016.4
Heidelberg,3,h,NA,SP,Miles,2016-11-27,10.6,3084,3,2,2,663,NA,NA,Banyule City Council,-37.7487,145.083,Eastern Metropolitan,2890,2016.4
Heidelberg,5,h,NA,VB,Miles,2016-11-27,10.6,3084,5,3,0,1222,316,1905,Banyule City Council,-37.7523,145.0645,Eastern Metropolitan,2890,2016.4
Heidelberg,2,u,475000,S,Stockdale,2016-05-28,10.6,3084,2,1,2,247,68,1974,Banyule City Council,-37.7502,145.069,Eastern Metropolitan,2890,2016.2
Heidelberg,2,u,NA,SP,Miles,2016-05-28,10.6,3084,2,1,1,4497,NA,1980,Banyule City Council,-37.7529,145.065,Eastern Metropolitan,2890,2016.2
Heidelberg,3,h,1030000,S,Miles,2016-07-30,10.6,3084,5,3,2,649,357,2017,Banyule City Council,-37.7501,145.0822,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,1455000,PI,Barry,2016-07-30,10.6,3084,4,1,4,836,NA,1905,Banyule City Council,-37.7509,145.0679,Eastern Metropolitan,2890,2016.3
Heidelberg,3,h,1125000,VB,Ray,2016-07-30,10.6,3084,3,1,2,0,125,1950,Banyule City Council,-37.7502,145.0718,Eastern Metropolitan,2890,2016.3
Ivanhoe East,4,h,1775000,S,Nelson,2016-12-03,9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,1554,2016.4
Ivanhoe East,5,h,3850000,SP,Miles,2016-12-03,9,3079,5,4,2,2064,405,1951,Banyule City Council,-37.7769,145.0605,Eastern Metropolitan,1554,2016.4
Ivanhoe East,3,h,1605000,S,Miles,2016-08-06,9,3079,3,1,1,624,117,1950,Banyule City Council,-37.7741,145.0506,Eastern Metropolitan,1554,2016.3
Ivanhoe East,2,u,470000,VB,Nelson,2016-08-06,9,3079,2,1,1,1473,65,1960,Banyule City Council,-37.7713,145.0499,Eastern Metropolitan,1554,2016.3
Ivanhoe East,5,h,3350000,S,Miles,2016-08-06,9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,1554,2016.3
Ivanhoe East,3,h,NA,S,Nelson,2016-05-07,9,3079,3,1,2,582,130,1950,Banyule City Council,-37.771,145.0592,Eastern Metropolitan,1554,2016.2
Ivanhoe East,3,h,2150000,S,Miles,2016-05-07,9,3079,3,2,2,1232,NA,NA,Banyule City Council,-37.7767,145.0592,Eastern Metropolitan,1554,2016.2
Ivanhoe East,4,h,1740000,S,Miles,2016-11-07,9,3079,4,3,3,948,249,1960,Banyule City Council,-37.7759,145.063,Eastern Metropolitan,1554,2016.4
Ivanhoe East,4,h,NA,SP,Jellis,2016-10-08,9,3079,4,3,2,779,327,1930,Banyule City Council,-37.7756,145.0609,Eastern Metropolitan,1554,2016.4
Ivanhoe East,4,h,1660000,S,Fletchers,2016-10-08,9,3079,4,2,2,830,315,1950,Banyule City Council,-37.7679,145.0673,Eastern Metropolitan,1554,2016.4
Ivanhoe East,3,u,1260000,S,Miles,2016-12-10,9,3079,3,2,2,356,NA,1998,Banyule City Council,-37.7749,145.0568,Eastern Metropolitan,1554,2016.4
Ivanhoe East,4,h,2200000,S,Miles,2016-11-12,9,3079,4,2,2,1004,247,1935,Banyule City Council,-37.7689,145.0665,Eastern Metropolitan,1554,2016.4
Ivanhoe East,2,u,485000,S,Miles,2016-08-13,9,3079,2,1,1,0,NA,NA,Banyule City Council,-37.7699,145.0581,Eastern Metropolitan,1554,2016.3
Ivanhoe East,3,h,NA,SN,Miles,2016-04-16,9,3079,3,1,2,1125,NA,NA,Banyule City Council,-37.7719,145.0627,Eastern Metropolitan,1554,2016.2
Ivanhoe East,3,h,1651000,S,Barry,2016-07-16,9,3079,3,1,1,1073,NA,1947,Banyule City Council,-37.7749,145.0549,Eastern Metropolitan,1554,2016.3
Ivanhoe East,4,h,1875000,PI,Nelson,2016-06-18,9,3079,4,3,2,583,318,1975,Banyule City Council,-37.7719,145.0582,Eastern Metropolitan,1554,2016.2
Ivanhoe East,4,h,NA,S,Miles,2016-11-19,9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,1554,2016.4
Ivanhoe East,5,h,1797000,S,hockingstuart,2016-05-22,9,3079,4,3,3,826,250,1955,Banyule City Council,-37.7793,145.0654,Eastern Metropolitan,1554,2016.2
Ivanhoe East,3,t,1050000,VB,Nelson,2016-08-22,9,3079,3,2,1,180,165,2012,Banyule City Council,-37.772,145.0538,Eastern Metropolitan,1554,2016.3
Ivanhoe East,4,h,2850000,VB,Miles,2017-02-25,9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,1554,2017.1
Ivanhoe East,4,h,NA,SN,Miles,2016-11-27,9,3079,4,2,2,680,247,2002,Banyule City Council,-37.7767,145.0576,Eastern Metropolitan,1554,2016.4
Ivanhoe East,5,h,3390000,S,Jellis,2016-11-27,9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,1554,2016.4
Ivanhoe East,3,t,NA,SN,Miles,2016-05-28,9,3079,3,2,1,138,NA,1994,Banyule City Council,-37.7737,145.0564,Eastern Metropolitan,1554,2016.2
Ivanhoe East,1,u,405000,S,Miles,2016-08-28,9,3079,1,1,1,0,NA,1960,Banyule City Council,-37.7767,145.0543,Eastern Metropolitan,1554,2016.3
Ivanhoe East,2,u,520000,VB,Miles,2016-07-30,9,3079,NA,NA,NA,NA,NA,NA,Banyule City Council,NA,NA,Eastern Metropolitan,1554,2016.3
Jacana,3,h,470000,S,YPA,2016-12-03,14.5,3047,NA,NA,NA,NA,NA,NA,Hume City Council,NA,NA,Northern Metropolitan,851,2016.4
Jacana,2,h,461000,S,RE,2016-02-04,14.5,3047,NA,NA,NA,NA,NA,NA,Hume City Council,NA,NA,Northern Metropolitan,851,2016.1
Jacana,3,h,551000,S,YPA,2017-03-04,14.5,3047,3,1,0,610,121,1955,Hume City Council,-37.6885,144.9092,Northern Metropolitan,851,2017.1
Jacana,3,h,398000,S,Barry,2016-08-06,14.5,3047,NA,NA,NA,NA,NA,NA,Hume City Council,NA,NA,Northern Metropolitan,851,2016.3
Jacana,3,h,350000,PI,Barry,2016-05-07,14.5,3047,3,1,2,600,110,1950,Hume City Council,-37.6866,144.9086,Northern Metropolitan,851,2016.2
Jacana,3,h,482000,S,Stockdale,2016-12-10,14.5,3047,NA,NA,NA,NA,NA,NA,Hume City Council,NA,NA,Northern Metropolitan,851,2016.4
Jacana,3,h,NA,S,Barry,2016-12-10,14.5,3047,3,1,1,680,93,1980,Hume City Council,-37.6871,144.9081,Northern Metropolitan,851,2016.4
Jacana,3,h,495000,S,Stockdale,2016-06-12,14.5,3047,NA,NA,NA,NA,NA,NA,Hume City Council,NA,NA,Northern Metropolitan,851,2016.2
Jacana,2,u,280000,PI,Raine,2016-04-16,14.5,3047,2,1,1,197,NA,NA,Hume City Council,-37.6859,144.9164,Northern Metropolitan,851,2016.2
Jacana,3,h,425000,S,Barry,2016-04-16,14.5,3047,3,1,2,650,90,1975,Hume City Council,-37.687,144.9084,Northern Metropolitan,851,2016.2
Jacana,3,h,537000,S,Barry,2017-03-18,14.5,3047,3,1,2,600,NA,NA,Hume City Council,-37.6876,144.9095,Northern Metropolitan,851,2017.1
Jacana,3,h,600000,S,Woodards,2016-05-22,14.5,3047,3,1,2,647,173,1960,Hume City Council,-37.6904,144.9121,Northern Metropolitan,851,2016.2
Jacana,3,h,460000,PI,Eview,2016-09-24,14.5,3047,3,1,1,601,92,1960,Hume City Council,-37.6889,144.9109,Northern Metropolitan,851,2016.3
Jacana,3,h,611000,S,Barry,2017-02-25,14.5,3047,3,1,3,624,93,1966,Hume City Council,-37.6862,144.913,Northern Metropolitan,851,2017.1
Jacana,2,h,456000,S,YPA,2016-06-27,14.5,3047,NA,NA,NA,NA,NA,NA,Hume City Council,NA,NA,Northern Metropolitan,851,2016.2
Jacana,3,h,495000,S,YPA,2016-11-27,14.5,3047,3,1,2,598,92,1965,Hume City Council,-37.6878,144.9112,Northern Metropolitan,851,2016.4
Jacana,2,h,472500,S,YPA,2016-05-28,14.5,3047,2,1,2,729,88,1960,Hume City Council,-37.6909,144.9136,Northern Metropolitan,851,2016.2
Jacana,3,h,421000,S,Barry,2016-07-30,14.5,3047,3,1,1,607,NA,NA,Hume City Council,-37.6864,144.9111,Northern Metropolitan,851,2016.3
Kingsbury,3,u,480000,PI,Darren,2016-12-03,12.4,3083,3,2,1,218,110,2004,Darebin City Council,-37.7133,145.0374,Northern Metropolitan,1414,2016.4
Kingsbury,3,h,568500,S,Harcourts,2016-06-04,12.4,3083,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,1414,2016.2
Kingsbury,3,h,980000,S,Barry,2016-10-08,12.4,3083,2,1,1,907,165,1960,Darebin City Council,-37.7143,145.039,Northern Metropolitan,1414,2016.4
Kingsbury,5,h,1000000,SP,Ray,2017-02-11,12.4,3083,5,2,2,544,NA,2000,Darebin City Council,-37.7147,145.0296,Northern Metropolitan,1414,2017.1
Kingsbury,2,h,731000,S,Ray,2017-03-11,12.4,3083,2,1,0,640,NA,NA,Darebin City Council,-37.717,145.0312,Northern Metropolitan,1414,2017.1
Kingsbury,4,h,610000,S,Ray,2016-11-12,12.4,3083,4,1,1,465,120,1970,Darebin City Council,-37.7126,145.03,Northern Metropolitan,1414,2016.4
Kingsbury,4,h,687000,SP,Ray,2017-02-25,12.4,3083,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,1414,2017.1
Kingsbury,2,u,380000,S,Barry,2017-02-25,12.4,3083,2,1,1,128,NA,1970,Darebin City Council,-37.715,145.043,Northern Metropolitan,1414,2017.1
Kingsbury,3,h,NA,SN,Harcourts,2016-11-27,12.4,3083,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,1414,2016.4
Kingsbury,3,h,690000,S,Barry,2016-11-27,12.4,3083,3,1,2,556,NA,NA,Darebin City Council,-37.7174,145.0361,Northern Metropolitan,1414,2016.4
Kingsbury,5,h,NA,PI,Ray,2016-11-27,12.4,3083,5,2,2,544,NA,2000,Darebin City Council,-37.7147,145.0296,Northern Metropolitan,1414,2016.4
Kingsbury,3,h,635000,S,Nelson,2016-05-28,12.4,3083,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,1414,2016.2
Kingsbury,4,h,590500,S,Ray,2016-08-28,12.4,3083,NA,NA,NA,NA,NA,NA,Darebin City Council,NA,NA,Northern Metropolitan,1414,2016.3
Kingsbury,3,h,607500,S,Barry,2016-08-28,12.4,3083,3,2,1,468,153,1970,Darebin City Council,-37.7125,145.0306,Northern Metropolitan,1414,2016.3
Kingsbury,2,h,705500,S,ASL,2016-07-30,12.4,3083,2,1,1,770,NA,1950,Darebin City Council,-37.7159,145.0389,Northern Metropolitan,1414,2016.3
Kingsville,2,h,677200,SP,Sweeney,2016-12-03,7.8,3012,2,2,1,180,179,2011,Maribyrnong City Council,-37.8115,144.8763,Western Metropolitan,1808,2016.4
Kingsville,3,h,960000,S,Village,2016-12-03,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2016.4
Kingsville,4,h,NA,VB,Jas,2017-03-04,7.8,3012,4,1,1,280,143,1920,Maribyrnong City Council,-37.8081,144.8833,Western Metropolitan,1808,2017.1
Kingsville,3,h,1155000,S,Jas,2016-06-04,7.8,3012,2,2,2,269,123,1915,Maribyrnong City Council,-37.8108,144.8819,Western Metropolitan,1808,2016.2
Kingsville,3,h,NA,SP,Biggin,2016-06-04,7.8,3012,3,1,0,271,100,1950,Maribyrnong City Council,-37.8118,144.8818,Western Metropolitan,1808,2016.2
Kingsville,3,h,817000,S,Village,2016-08-06,7.8,3012,2,1,1,259,105,1940,Maribyrnong City Council,-37.8046,144.8831,Western Metropolitan,1808,2016.3
Kingsville,3,h,1035000,SP,Village,2016-08-06,7.8,3012,3,2,2,275,145,1920,Maribyrnong City Council,-37.8118,144.8801,Western Metropolitan,1808,2016.3
Kingsville,2,h,816000,S,Village,2016-05-07,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2016.2
Kingsville,2,h,677500,S,Jas,2016-05-07,7.8,3012,2,1,1,224,89,1915,Maribyrnong City Council,-37.8083,144.8841,Western Metropolitan,1808,2016.2
Kingsville,3,h,1450000,SP,Jas,2016-12-10,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2016.4
Kingsville,1,h,630000,S,Burnham,2016-12-10,7.8,3012,1,1,1,370,NA,NA,Maribyrnong City Council,-37.8118,144.8783,Western Metropolitan,1808,2016.4
Kingsville,3,h,760000,PI,Chambers,2016-12-10,7.8,3012,3,1,1,350,114,1950,Maribyrnong City Council,-37.8123,144.8805,Western Metropolitan,1808,2016.4
Kingsville,2,h,730000,S,Village,2016-11-12,7.8,3012,2,2,0,84,130,1900,Maribyrnong City Council,-37.8058,144.8846,Western Metropolitan,1808,2016.4
Kingsville,3,h,NA,PN,Village,2016-08-13,7.8,3012,3,1,0,272,NA,NA,Maribyrnong City Council,-37.8084,144.8824,Western Metropolitan,1808,2016.3
Kingsville,1,h,750000,PI,Village,2016-10-15,7.8,3012,1,1,0,272,107,NA,Maribyrnong City Council,-37.8086,144.8824,Western Metropolitan,1808,2016.4
Kingsville,2,u,440000,S,hockingstuart,2016-10-15,7.8,3012,2,1,1,117,74,2008,Maribyrnong City Council,-37.8083,144.8775,Western Metropolitan,1808,2016.4
Kingsville,3,h,NA,SP,Biggin,2016-07-16,7.8,3012,3,2,1,464,146,1930,Maribyrnong City Council,-37.8103,144.8785,Western Metropolitan,1808,2016.3
Kingsville,2,h,685000,SP,Village,2016-09-17,7.8,3012,2,1,1,220,219,1890,Maribyrnong City Council,-37.8068,144.8782,Western Metropolitan,1808,2016.3
Kingsville,3,t,600000,PI,Jas,2016-09-17,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2016.3
Kingsville,3,h,967500,S,Jas,2017-03-18,7.8,3012,3,1,1,325,NA,NA,Maribyrnong City Council,-37.812,144.8804,Western Metropolitan,1808,2017.1
Kingsville,1,u,210000,S,Jas,2017-03-18,7.8,3012,1,1,1,0,36,1970,Maribyrnong City Council,-37.81,144.8786,Western Metropolitan,1808,2017.1
Kingsville,3,h,NA,SP,Village,2017-03-18,7.8,3012,3,1,1,308,129,1910,Maribyrnong City Council,-37.8071,144.8843,Western Metropolitan,1808,2017.1
Kingsville,4,h,1210000,SP,Greg,2016-06-18,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2016.2
Kingsville,3,h,1340000,S,Jas,2016-11-19,7.8,3012,3,2,0,272,132,1915,Maribyrnong City Council,-37.8079,144.8825,Western Metropolitan,1808,2016.4
Kingsville,4,h,925000,S,Sweeney,2016-11-19,7.8,3012,4,2,1,276,4,1948,Maribyrnong City Council,-37.8039,144.8849,Western Metropolitan,1808,2016.4
Kingsville,3,h,912500,PI,Village,2016-05-22,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2016.2
Kingsville,2,u,270000,VB,Jas,2016-05-22,7.8,3012,2,1,1,0,NA,NA,Maribyrnong City Council,-37.8096,144.874,Western Metropolitan,1808,2016.2
Kingsville,4,h,1275000,SP,Jas,2016-09-24,7.8,3012,4,2,1,274,172,1910,Maribyrnong City Council,-37.8078,144.8825,Western Metropolitan,1808,2016.3
Kingsville,3,h,NA,W,Jas,2016-09-24,7.8,3012,3,1,1,274,94,1910,Maribyrnong City Council,-37.8046,144.8839,Western Metropolitan,1808,2016.3
Kingsville,3,h,925000,SP,Village,2016-09-24,7.8,3012,3,1,1,275,100,1920,Maribyrnong City Council,-37.8085,144.8802,Western Metropolitan,1808,2016.3
Kingsville,3,h,1085000,S,Jas,2017-02-25,7.8,3012,NA,NA,NA,NA,NA,NA,Maribyrnong City Council,NA,NA,Western Metropolitan,1808,2017.1
Kingsville,4,h,1336000,S,Jas,2016-07-26,7.8,3012,3,2,1,343,109,1920,Maribyrnong City Council,-37.8066,144.8811,Western Metropolitan,1808,2016.3
Kingsville,2,h,NA,PN,Ray,2016-08-28,7.8,3012,2,1,1,0,70,1970,Maribyrnong City Council,-37.8114,144.8783,Western Metropolitan,1808,2016.3
Kingsville,1,u,NA,PI,hockingstuart,2016-07-30,7.8,3012,1,1,1,986,NA,NA,Maribyrnong City Council,-37.808,144.8789,Western Metropolitan,1808,2016.3
Kingsville,1,u,200000,VB,Greg,2016-07-30,7.8,3012,1,1,1,0,38,1960,Maribyrnong City Council,-37.8089,144.8788,Western Metropolitan,1808,2016.3
Murrumbeena,1,u,NA,VB,Buxton,2016-12-03,12.1,3163,1,1,1,0,NA,NA,Glen Eira City Council,-37.8952,145.0694,Southern Metropolitan,4442,2016.4
Murrumbeena,4,t,1185000,PI,hockingstuart,2016-12-03,12.1,3163,NA,NA,NA,NA,NA,NA,Glen Eira City Council,NA,NA,Southern Metropolitan,4442,2016.4
Murrumbeena,3,h,NA,S,Woodards,2016-12-03,12.1,3163,NA,NA,NA,NA,NA,NA,Glen Eira City Council,NA,NA,Southern Metropolitan,4442,2016.4
Murrumbeena,3,t,NA,SP,Thomson,2016-12-03,12.1,3163,3,2,2,0,156,2002,Glen Eira City Council,-37.8913,145.0725,Southern Metropolitan,4442,2016.4
Murrumbeena,4,h,NA,S,Woodards,2016-12-03,12.1,3163,4,2,3,873,252,1940,Glen Eira City Council,-37.8886,145.0732,Southern Metropolitan,4442,2016.4
Murrumbeena,3,h,NA,S,Ray,2016-02-04,12.1,3163,3,1,2,751,142,1950,Glen Eira City Council,-37.9022,145.0747,Southern Metropolitan,4442,2016.1
Murrumbeena,4,t,1100000,SP,hockingstuart,2017-03-04,12.1,3163,4,3,2,286,160,1990,Glen Eira City Council,-37.8958,145.0696,Southern Metropolitan,4442,2017.1
Murrumbeena,4,h,1500000,S,hockingstuart,2017-03-04,12.1,3163,4,2,1,650,NA,1935,Glen Eira City Council,-37.8918,145.0769,Southern Metropolitan,4442,2017.1
Murrumbeena,3,h,1470000,S,Hodges,2017-03-04,12.1,3163,3,1,2,701,NA,NA,Glen Eira City Council,-37.8868,145.0688,Southern Metropolitan,4442,2017.1
Murrumbeena,3,t,1160000,S,hockingstuart,2016-06-04,12.1,3163,3,2,2,302,172,2000,Glen Eira City Council,-37.9043,145.0622,Southern Metropolitan,4442,2016.2
Murrumbeena,3,t,1100000,S,hockingstuart,2016-06-04,12.1,3163,1,2,2,242,NA,2005,Glen Eira City Council,-37.9017,145.0739,Southern Metropolitan,4442,2016.2
Murrumbeena,3,h,820000,PI,Woodards,2016-06-04,12.1,3163,2,1,1,274,107,1925,Glen Eira City Council,-37.8968,145.075,Southern Metropolitan,4442,2016.2
Murrumbeena,2,t,690000,S,hockingstuart,2016-06-04,12.1,3163,2,1,1,129,NA,NA,Glen Eira City Council,-37.8927,145.0691,Southern Metropolitan,4442,2016.2
Murrumbeena,4,h,1580000,S,Woodards,2016-06-04,12.1,3163,NA,NA,NA,NA,NA,NA,Glen Eira City Council,NA,NA,Southern Metropolitan,4442,2016.2
Murrumbeena,2,u,740000,S,Buxton,2016-08-06,12.1,3163,2,1,1,161,89,1980,Glen Eira City Council,-37.8955,145.073,Southern Metropolitan,4442,2016.3
